campaign_id,total_min_watched,impressions,clicks,VOD,Live_TV,Classics,Comedy,Other,Reality,News and Information,Drama,Action & Adventure,Thriller,Sci-Fi & Fantasy,Horror,Western,Documentaries,Sports,Instructional & Educational,Home & Lifestyle,Romance,Anime,Musical,Independent,Entertainment,Paranormal,Music,Gay & Lesbian,Crime,Food & Cooking,Faith & Spirituality,Game Show,Dance,Children & Family,Telenovela,Talk Show,Variety Show,War,Young Adult,None,latitude,longitude,01,02,04,06,08,1,11,12,13,35,41,62,75,8,94,A,AB,AK,AL,AR,AZ,BC,BCN,BE,BG,BW,BY,CA,CHP,CMX,CO,CT,DC,DE,DJ,ENF,ENG,FL,GA,GE,HCW,HE,HI,IA,ID,IL,IN,KN,KS,KY,L,LA,M,MA,MAN,MD,ME,MI,MN,MO,MOR,MS,MT,NC,ND,NE,NH,NJ,NL,NM,NV,NW,NY,OH,OK,ON,OR,PA,PE,PM,QC,QUE,RG,RI,SC,SD,SN,SON,SP,SRY,TA,TAM,TN,TP,TV,TX,UT,VA,VD,VE,VT,WA,WI,WV,WY,Z,ZAC,ZH,num_devices,avg_time_watched_per_device,score
campaign_id_34,4091.0,220.0,0.0,0,0,23.0,22.0,22.0,1.0,15.0,22.0,21.0,4.0,31.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.994894,-3730.839466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,3,0,0,0,2,0,0,1,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,1,0,0,0,42,97.4047619047619,Excellent
campaign_id_36,116784.0,22.0,22.0,0,0,1501.0,2560.0,349.0,791.0,1392.0,2485.0,4722.0,710.0,1813.0,332.0,27.0,762.0,442.0,75.0,6.0,1247.0,99.0,346.0,306.0,209.0,59.0,302.0,14.0,117.0,3.0,8.0,12.0,8.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,230847.515573,-569418.133086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,96,43,134,0,0,0,0,0,0,677,1,1,90,64,37,17,0,0,0,461,302,0,0,0,15,35,16,246,126,0,34,78,0,101,0,114,0,111,11,151,75,111,0,56,4,259,16,28,23,156,0,21,68,0,434,235,86,0,59,230,0,0,0,0,0,21,95,7,0,0,0,0,0,0,190,0,0,654,76,149,0,0,10,109,85,18,4,0,1,0,6286,18.578428253261215,Poor
campaign_id_37,1348067.0,99.0,81.0,0,0,15286.0,32513.0,3604.0,15778.0,18772.0,19696.0,33231.0,8589.0,20706.0,3766.0,474.0,9481.0,4402.0,2246.0,99.0,9165.0,1403.0,1209.0,2289.0,2677.0,551.0,3784.0,313.0,1311.0,79.0,167.0,225.0,69.0,887.0,61.0,4.0,6.0,1.0,0.0,0.0,2081593.906205,-5162200.657208,1,1,0,2,0,0,0,2,0,0,2,0,1,1,0,0,0,74,849,585,1166,0,1,0,0,0,0,6335,0,0,881,530,344,141,0,0,0,4190,2404,0,0,0,172,363,185,2136,960,0,342,700,1,882,1,956,0,1013,156,1443,823,1205,1,461,81,2424,77,281,131,1440,0,290,630,0,3608,1915,723,9,597,2201,0,1,0,0,0,216,757,85,0,1,2,0,0,0,1489,0,1,5982,671,1364,0,0,59,1068,692,181,55,0,0,0,56799,23.733991795630203,Fair
campaign_id_38,145338.0,32.0,31.0,0,0,4154.0,8608.0,710.0,3280.0,4852.0,5875.0,9551.0,2078.0,5566.0,848.0,142.0,2239.0,1879.0,531.0,18.0,2457.0,537.0,356.0,678.0,860.0,109.0,828.0,80.0,288.0,15.0,23.0,19.0,9.0,153.0,25.0,1.0,1.0,0.0,0.0,0.0,721575.49878,-1789594.03913,1,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,18,267,155,382,0,0,0,1,0,0,2312,0,0,278,209,175,56,0,0,0,1775,822,0,2,4,45,85,36,766,299,0,118,216,0,336,2,351,0,363,29,398,268,277,0,135,13,785,22,78,27,643,0,77,177,0,1762,488,259,2,165,670,0,0,3,1,0,71,255,20,0,0,0,0,0,0,443,0,0,2334,153,459,0,0,14,349,200,60,12,0,0,0,19950,7.285112781954887,Poor
campaign_id_39,69396.0,1.0,1.0,0,0,1182.0,2660.0,248.0,1322.0,2069.0,1789.0,3199.0,794.0,1716.0,342.0,42.0,960.0,581.0,181.0,26.0,789.0,208.0,106.0,239.0,324.0,58.0,546.0,52.0,96.0,18.0,23.0,19.0,2.0,171.0,4.0,1.0,0.0,0.0,0.0,0.0,192271.871657,-477618.079843,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,92,73,122,0,0,0,0,0,0,580,0,0,90,47,26,10,0,0,0,383,198,0,0,2,19,29,39,199,75,0,35,75,1,94,0,80,0,81,12,157,67,102,0,57,5,232,7,12,10,114,0,15,56,0,361,191,72,0,55,195,0,0,0,0,0,17,102,5,0,0,0,0,0,0,136,0,0,541,45,118,0,0,2,83,69,15,4,0,0,0,5263,13.185635569067072,Poor
campaign_id_4,118922.0,2144.0,569.0,0,0,656.0,1088.0,524.0,407.0,834.0,630.0,1068.0,406.0,517.0,144.0,199.0,435.0,315.0,39.0,22.0,190.0,29.0,52.0,126.0,83.0,10.0,149.0,4.0,29.0,4.0,11.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,77007.518706,-185809.497187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,18,33,0,0,0,0,0,0,176,0,0,34,16,9,14,0,0,0,174,75,0,0,0,5,13,5,115,42,0,14,26,0,34,0,34,0,41,11,68,30,39,0,28,1,81,4,9,5,71,0,9,19,0,129,72,20,0,24,101,0,0,0,0,0,5,47,4,0,0,0,0,0,0,46,0,0,175,13,59,0,0,1,45,30,9,3,0,0,0,2072,57.39478764478765,Fair
campaign_id_40,7765.0,0.0,0.0,0,0,156.0,735.0,23.0,150.0,264.0,414.0,970.0,152.0,505.0,96.0,9.0,103.0,46.0,22.0,2.0,196.0,40.0,28.0,57.0,35.0,12.0,40.0,0.0,13.0,3.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,58723.372078,-145396.292492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,23,21,0,0,0,0,0,0,188,0,0,20,14,12,5,0,0,0,101,70,0,0,0,10,13,5,58,27,0,9,24,0,26,0,25,0,27,5,44,24,27,0,10,3,70,2,3,3,41,0,2,15,0,106,66,26,0,16,73,0,0,0,0,0,6,20,4,0,0,0,0,0,0,43,0,0,188,9,44,0,0,2,21,15,2,1,0,0,0,1599,4.856160100062539,Poor
campaign_id_41,2817.0,584.0,0.0,0,0,65.0,91.0,8.0,41.0,42.0,77.0,73.0,20.0,55.0,17.0,4.0,17.0,9.0,8.0,0.0,18.0,5.0,0.0,3.0,17.0,1.0,10.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5690.420375,-13629.865673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,15,0,0,0,1,3,0,0,0,0,10,7,0,0,0,0,0,0,4,1,0,0,3,0,3,0,2,0,3,0,8,1,2,0,1,0,3,1,0,1,7,0,2,1,0,10,7,2,0,1,15,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,18,0,4,0,0,0,3,2,1,0,0,0,0,155,18.174193548387098,Poor
campaign_id_42,3532.0,0.0,0.0,0,0,36.0,84.0,11.0,80.0,41.0,39.0,59.0,17.0,36.0,0.0,2.0,31.0,21.0,3.0,0.0,9.0,0.0,4.0,2.0,8.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4029.990481,-9374.607944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2,2,4,0,0,0,0,0,2,0,0,0,5,1,0,2,0,29,2,0,4,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,5,1,1,0,0,0,10,1,0,0,0,0,0,111,31.81981981981982,Fair
campaign_id_43,7425.0,3.0,0.0,0,0,391.0,764.0,123.0,530.0,678.0,507.0,672.0,256.0,390.0,115.0,17.0,356.0,201.0,90.0,6.0,200.0,67.0,49.0,79.0,133.0,16.0,157.0,18.0,41.0,5.0,11.0,11.0,2.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,41208.037491,-103183.033276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,21,17,0,0,0,0,0,0,156,0,0,22,15,9,3,0,0,0,83,35,0,0,0,1,3,4,45,8,0,8,9,0,19,0,27,1,9,2,26,10,15,0,11,0,43,0,6,0,40,0,7,8,0,95,23,6,0,8,32,0,0,0,0,0,5,17,1,0,0,0,0,0,0,19,0,0,145,6,27,0,0,1,27,14,5,0,0,0,0,1133,6.553398058252427,Poor
campaign_id_44,6213.0,0.0,0.0,0,0,72.0,167.0,15.0,65.0,87.0,110.0,219.0,75.0,77.0,22.0,3.0,50.0,25.0,6.0,1.0,59.0,3.0,5.0,30.0,13.0,6.0,10.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9522.282043,-24675.343208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,0,0,0,0,40,0,0,1,2,0,2,0,0,0,61,11,0,0,0,1,2,0,9,2,0,1,2,0,3,0,3,0,0,0,5,4,2,0,3,3,3,1,2,0,4,0,0,3,0,21,6,2,0,2,4,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,0,0,21,0,8,0,0,0,6,3,2,0,0,0,0,281,22.110320284697508,Fair
campaign_id_45,589.0,543.0,13.0,0,0,28.0,70.0,8.0,10.0,19.0,61.0,95.0,31.0,38.0,16.0,0.0,21.0,9.0,0.0,0.0,10.0,7.0,4.0,9.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5948.473039,-13917.544885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,11,7,0,0,0,1,0,0,4,4,0,1,5,0,3,0,5,0,7,0,10,0,5,0,3,0,5,0,1,0,10,0,0,2,0,12,6,2,0,1,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,18,1,5,0,0,0,0,3,0,0,0,0,0,162,3.6358024691358026,Poor
campaign_id_47,197.0,0.0,0.0,0,0,18.0,42.0,5.0,17.0,4.0,39.0,53.0,6.0,30.0,1.0,2.0,9.0,14.0,14.0,0.0,8.0,6.0,0.0,2.0,4.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2533.509672,-6210.468441,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,6,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,2,1,0,0,0,0,0,81,2.432098765432099,Poor
campaign_id_48,705.0,0.0,0.0,0,0,43.0,42.0,5.0,22.0,28.0,33.0,37.0,19.0,34.0,2.0,2.0,10.0,18.0,1.0,0.0,9.0,7.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2607.09488,-5746.704677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,5,3,0,0,2,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,4,0,0,1,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,73,9.657534246575343,Poor
campaign_id_5,855063.0,52799.0,6656.0,0,0,3196.0,4441.0,2555.0,2907.0,2974.0,2838.0,5918.0,2068.0,7149.0,573.0,315.0,2182.0,765.0,175.0,130.0,912.0,108.0,360.0,618.0,178.0,46.0,192.0,19.0,205.0,28.0,56.0,15.0,22.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,461616.971893,-1126936.552381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,201,85,304,0,0,0,0,0,0,1147,0,0,191,162,53,62,0,0,0,983,503,0,0,0,24,120,59,477,287,0,102,178,0,205,0,202,0,274,26,390,154,222,0,117,24,518,27,62,31,373,0,74,128,0,752,384,150,0,129,499,0,0,0,0,0,49,278,20,0,0,0,0,0,0,296,0,0,1152,88,355,0,0,19,244,155,55,14,0,0,0,12455,68.65218787635487,Fair
campaign_id_50,4368.0,687.0,15.0,0,0,46.0,116.0,12.0,36.0,46.0,61.0,84.0,24.0,51.0,13.0,0.0,21.0,9.0,8.0,1.0,19.0,1.0,2.0,7.0,6.0,0.0,21.0,0.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6650.667286,-15735.227004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,12,0,0,0,4,2,0,0,0,0,14,12,0,0,0,1,3,0,9,3,0,2,3,0,4,0,1,0,4,0,5,5,4,0,2,0,8,0,2,1,5,0,0,0,0,14,9,1,0,2,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,10,0,3,0,0,0,4,4,1,0,0,0,0,179,24.40223463687151,Fair
campaign_id_53,799.0,0.0,0.0,0,0,15.0,23.0,8.0,12.0,11.0,30.0,29.0,4.0,22.0,2.0,0.0,8.0,63.0,0.0,0.0,3.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.023409,-5056.088431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6,0,5,0,1,0,1,0,0,0,1,0,0,70,11.414285714285715,Poor
campaign_id_55,53.0,0.0,0.0,0,0,19.0,31.0,6.0,17.0,19.0,22.0,33.0,6.0,20.0,4.0,0.0,18.0,7.0,4.0,0.0,8.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106.600609,-4810.320985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,10,3,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,14,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,0,64,0.828125,Poor
campaign_id_56,1316.0,158.0,0.0,0,0,12.0,29.0,8.0,8.0,11.0,18.0,19.0,7.0,11.0,0.0,1.0,7.0,3.0,0.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2297.216484,-5469.547381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,10,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0,1,4,0,0,0,2,0,1,0,0,6,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,62,21.225806451612904,Poor
campaign_id_57,2223.0,0.0,0.0,0,0,13.0,64.0,4.0,28.0,22.0,45.0,41.0,12.0,18.0,14.0,0.0,23.0,6.0,3.0,0.0,24.0,0.0,3.0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3464.770823,-8449.346921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,0,2,0,0,3,1,0,1,0,0,0,1,0,2,0,3,0,0,0,1,0,1,0,4,0,0,2,0,10,6,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,96,23.15625,Fair
campaign_id_58,388.0,140.0,2.0,0,0,7.0,20.0,2.0,12.0,13.0,13.0,9.0,8.0,22.0,0.0,1.0,3.0,5.0,0.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.706878,-4709.934199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,5,1,0,0,0,0,0,1,0,2,0,3,1,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,54,7.185185185185185,Poor
campaign_id_6,1146891.0,87843.0,12819.0,0,0,4327.0,9716.0,3652.0,2616.0,4130.0,5212.0,10466.0,2491.0,4216.0,784.0,443.0,3322.0,1396.0,284.0,252.0,2273.0,207.0,651.0,909.0,559.0,131.0,304.0,13.0,178.0,35.0,37.0,20.0,24.0,136.0,15.0,8.0,0.0,0.0,0.0,0.0,599956.536169,-1463305.478464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,230,105,373,0,0,0,0,0,0,1496,0,0,243,170,63,56,0,0,0,1312,718,0,0,0,31,137,70,631,358,0,114,207,0,244,0,281,0,393,47,519,242,291,0,178,25,635,38,79,49,485,0,85,157,0,885,574,201,0,153,714,0,0,0,0,0,64,345,32,0,0,0,0,0,0,400,0,0,1502,125,480,0,0,13,296,194,67,21,0,0,0,16181,70.87887027995798,Good
campaign_id_60,944.0,213.0,0.0,0,0,19.0,27.0,4.0,16.0,9.0,15.0,18.0,7.0,18.0,2.0,1.0,15.0,3.0,3.0,0.0,8.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.588407,-3772.458003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,3,6,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,44,21.454545454545453,Poor
campaign_id_64,3464.0,0.0,0.0,0,0,31.0,65.0,9.0,64.0,41.0,29.0,62.0,13.0,34.0,5.0,0.0,14.0,28.0,1.0,0.0,21.0,7.0,1.0,3.0,7.0,1.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4536.532006,-10158.225124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,0,0,1,1,2,0,1,0,1,7,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,3,0,0,2,1,2,0,0,0,0,3,0,0,2,8,0,0,1,0,35,0,0,1,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,11,1,0,0,0,0,0,127,27.275590551181104,Fair
campaign_id_66,18.0,117.0,7.0,0,0,13.0,19.0,3.0,8.0,1.0,6.0,19.0,6.0,14.0,5.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.409139,-3862.900621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,2,0,0,0,0,3,0,0,0,0,0,41,0.43902439024390244,Poor
campaign_id_7,149935.0,5598.0,1448.0,0,0,849.0,1445.0,618.0,452.0,771.0,705.0,1341.0,381.0,688.0,133.0,117.0,393.0,212.0,70.0,9.0,272.0,22.0,124.0,95.0,96.0,20.0,125.0,0.0,51.0,3.0,12.0,6.0,0.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,77153.874342,-188765.581611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,14,49,0,0,0,0,0,0,201,0,0,28,24,12,4,0,0,0,171,91,0,0,0,4,9,5,80,37,0,10,17,0,46,0,32,0,52,3,53,26,36,0,26,3,104,4,6,5,52,0,12,27,0,144,80,22,0,17,91,0,0,0,0,0,9,49,4,0,0,0,0,0,0,61,0,0,196,6,68,0,0,1,26,27,7,0,0,0,0,2106,71.19420702754036,Good
campaign_id_74,38.0,1.0,1.0,0,0,11.0,12.0,2.0,8.0,1.0,12.0,33.0,4.0,13.0,1.0,0.0,7.0,4.0,5.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1744.999955,-4035.517155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,0,0,3,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,50,0.76,Poor
campaign_id_76,1545.0,122.0,0.0,0,0,6.0,18.0,10.0,9.0,4.0,3.0,20.0,6.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.901293,-3882.4612779999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,3,0,0,0,0,0,43,35.93023255813954,Fair
campaign_id_8,103113.0,7176.0,658.0,0,0,392.0,746.0,420.0,195.0,702.0,683.0,698.0,147.0,283.0,156.0,131.0,173.0,61.0,14.0,7.0,66.0,11.0,11.0,22.0,42.0,8.0,29.0,11.0,24.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49715.739105,-121841.213838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,7,32,0,0,0,0,0,0,133,0,0,14,10,5,8,0,0,0,122,55,0,0,0,8,12,4,42,23,0,4,17,0,16,0,17,0,39,3,34,11,18,0,17,2,59,2,2,5,54,0,6,20,0,90,51,12,0,5,72,0,0,0,0,0,5,27,1,0,0,0,0,0,0,40,0,0,129,6,35,0,0,1,25,15,5,5,0,0,0,1354,76.15435745937961,Good
campaign_id_9,181522.0,24562.0,18459.0,0,0,961.0,2141.0,1291.0,488.0,985.0,852.0,2754.0,523.0,1527.0,146.0,102.0,553.0,269.0,77.0,22.0,303.0,33.0,145.0,128.0,118.0,28.0,172.0,11.0,70.0,3.0,5.0,4.0,6.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,98511.858241,-237410.625063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,28,48,0,0,0,0,0,0,215,0,0,35,27,12,15,0,0,0,218,122,0,0,0,2,17,10,115,55,0,14,34,0,46,0,55,0,60,1,81,36,51,0,33,1,135,4,12,8,98,0,13,30,0,170,96,21,0,25,122,0,0,0,0,0,4,62,3,0,0,0,0,0,0,64,0,0,226,23,75,0,0,2,41,25,15,2,0,0,0,2670,67.98576779026217,Fair
